transaction_id,customer_id,timestamp,amount,merchant_category,location,device_type,risk_score,flagged_for_review
TX_C9BA22B6851C,CUST_495AB8C6,2022-05-31 17:42:09,633.3,Retail,"Los Angeles, CA",Tablet - iOS,0.086,False
TX_1517602F7CD4,CUST_2F96AF72,2022-11-06 19:03:36,514.67,Cryptocurrency,"Los Angeles, CA",ATM,0.553,False
TX_ED1587F4E9B8,CUST_9E25CA96,2024-06-16 12:09:01,1706.14,Foreign Transaction,"Philadelphia, PA",Tablet - iOS,0.283,False
TX_9BB77DE5E757,CUST_BBE4604F,2023-03-19 01:29:15,1545.55,ATM Withdrawal,"San Diego, CA",Mobile - Android,0.438,False
TX_4CDB828F118E,CUST_414BBB86,2024-09-17 15:51:27,97583.24,Jewelry,"Beijing, China",Web Browser,0.688,True
TX_C9932D05F0E7,CUST_BFC1106B,2022-03-12 15:08:41,126.76,Cryptocurrency,"San Diego, CA",Tablet - Android,0.231,False
TX_47636CF76690,CUST_E82F68E3,2022-01-19 12:32:43,290.91,ATM Withdrawal,"San Francisco, CA",Web Browser,0.087,False
TX_EF1107820DA3,CUST_22BCB5D3,2023-02-11 09:00:42,90.17,Money Transfer,"Dallas, TX",Desktop - Windows,0.339,False
TX_057B8950EEF3,CUST_CC6362CF,2024-09-17 10:53:14,90954.9,Electronics,"Dallas, TX",Desktop - Mac,0.688,True
TX_B6B857830061,CUST_312A1DF5,2022-02-18 02:54:06,301.27,Retail,"Boston, MA",ATM,0.172,False
TX_FB16C933F4F9,CUST_A1EC032A,2022-08-05 01:32:44,2601.63,Travel,"Fort Worth, TX",Tablet - Android,0.449,False
TX_896C3AB3A6BF,CUST_6A46EA61,2023-01-07 09:06:48,208.72,Foreign Transaction,"New York, NY",Web Browser,0.186,False
TX_3D88FE9D2EFA,CUST_C2EF110C,2024-10-09 01:36:16,869.24,Entertainment,"San Diego, CA",Mobile - iOS,0.301,False
TX_C54C506B7C99,CUST_6B31F674,2022-07-13 10:13:04,91114.67,Insurance,"San Diego, CA",Mobile - iOS,0.725,True
TX_DD450466D1BB,CUST_F8AAD8EC,2024-02-14 03:42:17,414.36,Electronics,"Houston, TX",Tablet - iOS,0.434,False
TX_3CC6295D7A86,CUST_1924FB6F,2023-06-16 02:48:58,765.63,Gas Station,"Dallas, TX",ATM,0.262,False
TX_F3F79F3A1E16,CUST_81EDCE30,2024-01-12 06:59:01,266.54,Travel,"Seattle, WA",Desktop - Windows,0.147,False
TX_917B63725DEC,CUST_EFA13B5C,2023-06-08 16:31:11,331.75,Online Shopping,"Boston, MA",Tablet - iOS,0.087,False
TX_B9B6B1E7EEF9,CUST_5357AD40,2024-05-10 12:06:01,758.27,Retail,"San Francisco, CA",POS Terminal,0.191,False
TX_C75247966792,CUST_3A752D9A,2024-03-29 01:14:45,1582.02,Utilities,"Chicago, IL",Tablet - iOS,0.318,False
TX_A196A9881684,CUST_28C05FB8,2023-09-09 07:27:01,703.37,ATM Withdrawal,"Dallas, TX",Tablet - Android,0.22,False
TX_D51AD6D89851,CUST_12284BCF,2024-12-19 01:01:14,2450.91,Gas Station,"Caracas, Venezuela",Mobile - iOS,0.635,True
TX_0FFBF348570A,CUST_6CED6AC2,2025-03-20 04:59:52,2551.42,Gambling,"Beijing, China",Mobile - iOS,0.849,True
TX_727A4C5D54E0,CUST_54A4A01B,2024-07-01 03:40:00,1706.85,Gas Station,"San Jose, CA",ATM,0.339,False
TX_AF1CD632810E,CUST_96B73205,2024-06-06 22:10:26,2808.28,Foreign Transaction,"Houston, TX",Mobile - Android,0.281,False
TX_D034C9E05D45,CUST_C9934453,2022-10-05 07:27:17,257.78,Utilities,"Boston, MA",ATM,0.091,False
TX_40ADD975F488,CUST_71A6C51A,2023-02-27 00:06:09,245.16,Electronics,"San Antonio, TX",Tablet - Android,0.183,False
TX_CF2076B09C72,CUST_A1C0B7C3,2022-09-27 02:16:37,753.17,Gas Station,"Dallas, TX",Web Browser,0.316,False
TX_8E34B8CB4585,CUST_B098BCC8,2025-07-30 04:41:59,486.82,Jewelry,"New York, NY",POS Terminal,0.347,False
TX_0B737F7052BE,CUST_2E7BD5C6,2022-06-08 01:47:33,852.7,Retail,"Dallas, TX",POS Terminal,0.45,False
TX_8B234C5DD3C4,CUST_6CB5989D,2024-08-04 04:42:37,949.3,Utilities,"Philadelphia, PA",Desktop - Windows,0.15,False
TX_6B6C1E6E9138,CUST_F8546572,2022-10-09 11:23:38,801.06,Grocery,"Boston, MA",Tablet - iOS,0.084,False
TX_C28428B4875F,CUST_702A6AD0,2024-07-05 20:36:16,307.18,Insurance,"Fort Worth, TX",Web Browser,0.072,False
TX_6B91901CA173,CUST_30F0B6FE,2024-08-18 10:47:52,838.35,Jewelry,"Denver, CO",POS Terminal,0.083,False
TX_67EDD715033E,CUST_4B56EB62,2023-09-29 07:14:17,238.11,Foreign Transaction,"Boston, MA",ATM,0.081,False
TX_413FF9C02BAF,CUST_F9752E94,2024-10-31 02:50:09,2501.04,Online Shopping,"Chicago, IL",Desktop - Windows,0.537,False
TX_983DC0B75228,CUST_BC08DED9,2025-08-25 13:59:35,3914.22,Online Shopping,"Columbus, OH",ATM,0.436,False
TX_96ED9D33981F,CUST_3275FF2E,2022-06-30 16:05:43,820.51,Online Shopping,"San Francisco, CA",Tablet - iOS,0.318,False
TX_46024359C1A3,CUST_321F2FBE,2022-03-13 00:23:34,370.44,Cryptocurrency,"Indianapolis, IN",Desktop - Mac,0.459,False
TX_A2671BC6676F,CUST_2003F58F,2023-10-13 01:44:50,472.68,Grocery,"Houston, TX",Mobile - iOS,0.275,False
TX_B9A7A6873958,CUST_1BDC7684,2023-04-15 15:39:22,224.24,Gambling,"Indianapolis, IN",ATM,0.269,False
TX_F71D3B4EF294,CUST_D12CDDCF,2024-03-30 23:10:19,482.12,Utilities,"Austin, TX",Web Browser,0.255,False
TX_F05593BB7E15,CUST_E48A2972,2022-04-17 16:47:19,158.13,Gas Station,"San Francisco, CA",Tablet - iOS,0.132,False
TX_9E2DB7CB83D8,CUST_297FAED1,2025-03-04 20:03:37,585.68,Entertainment,"Fort Worth, TX",Desktop - Mac,0.099,False
TX_CE2A127067BE,CUST_07E86C20,2023-02-23 06:51:15,2308.1,Foreign Transaction,"New York, NY",Mobile - iOS,0.295,False
TX_A69BD876FA4E,CUST_3435E459,2024-07-23 15:52:57,354.9,Cryptocurrency,"Los Angeles, CA",Mobile - iOS,0.407,False
TX_8E881BE5EBF6,CUST_29450232,2024-08-03 15:02:47,1987.51,Online Shopping,"Los Angeles, CA",Tablet - iOS,0.213,False
TX_75E2AE21F60D,CUST_FDD4BBB1,2022-02-04 19:09:18,10074.64,Cryptocurrency,"Indianapolis, IN",Desktop - Windows,0.993,True
TX_AA47BA35E6C0,CUST_F8AAD8EC,2024-10-27 11:40:51,519.33,Electronics,"San Antonio, TX",Desktop - Windows,0.259,False
TX_26EBC2054EBA,CUST_FA91A2FD,2024-10-27 07:51:21,417.11,Gambling,"Austin, TX",POS Terminal,0.32,False
TX_D2A02C3B12F5,CUST_2A7C1A81,2023-07-21 11:09:06,15566.23,Restaurant,"Jacksonville, FL",Tablet - iOS,0.425,False
TX_294CC53FD0B5,CUST_51B67C99,2024-10-05 14:01:49,2697.74,Cryptocurrency,"Charlotte, NC",Tablet - Android,0.324,False
TX_9752DF22B589,CUST_FDD4BBB1,2022-03-17 01:16:42,4914.85,Travel,"Moscow, Russia",Tablet - Android,0.878,True
TX_E0E8529D34C4,CUST_214C3F35,2022-04-15 04:27:43,339.49,Utilities,"Denver, CO",Desktop - Windows,0.227,False
TX_C94B531AB764,CUST_9A9072F6,2025-08-16 13:10:58,1769.32,Cryptocurrency,"Indianapolis, IN",Desktop - Windows,0.385,False
TX_04EE19D8585B,CUST_39387806,2024-09-02 12:54:25,1592.02,Insurance,"Jacksonville, FL",Tablet - Android,0.265,False
TX_4FE0780F65F5,CUST_24C563AD,2025-07-23 11:42:28,1762.13,Jewelry,"Phoenix, AZ",Desktop - Mac,0.371,False
TX_A7607357B9C1,CUST_09313BF9,2022-12-25 09:53:52,2616.64,Retail,"San Antonio, TX",Tablet - iOS,0.283,False
TX_ADB026AAA83D,CUST_65B0A0D2,2022-04-08 15:48:51,170.88,Restaurant,"Columbus, OH",ATM,0.136,False
TX_B0A4880660AE,CUST_AEDF842B,2023-10-15 08:31:39,21.69,Jewelry,"Fort Worth, TX",Tablet - iOS,0.113,False
TX_A8C25418F184,CUST_BFAE2AFC,2022-08-27 23:51:49,592.72,Insurance,"San Jose, CA",Tablet - iOS,0.275,False
TX_203E4FB5474A,CUST_9C050B53,2023-12-05 11:02:02,71.99,Entertainment,"San Jose, CA",Desktop - Mac,0.119,False
TX_9C9D706A4808,CUST_705C73EC,2022-05-24 09:07:20,790.38,Foreign Transaction,"Houston, TX",Mobile - iOS,0.138,False
TX_F7BC68EE978D,CUST_D37C3E8F,2022-09-11 23:58:12,51306.34,Foreign Transaction,"San Antonio, TX",Desktop - Windows,0.874,True
TX_DB77F0BDF664,CUST_44CFE6AD,2024-12-15 17:28:31,1412.84,Money Transfer,"Jacksonville, FL",Mobile - Android,0.695,True
TX_188DD53EF5AE,CUST_8167BADB,2025-09-06 07:54:53,1037.83,Electronics,"San Antonio, TX",Mobile - Android,0.486,False
TX_757E32A63935,CUST_5BF3B438,2022-05-10 01:52:00,400.98,Money Transfer,"Philadelphia, PA",Web Browser,0.498,False
TX_911E657635C4,CUST_9472C8E1,2022-05-09 19:45:52,2847.97,Wire Transfer,"San Antonio, TX",Tablet - Android,0.408,False
TX_A809C812D975,CUST_53ACC123,2022-08-06 05:41:40,2385.35,Money Transfer,"Chicago, IL",POS Terminal,0.544,False
TX_4611978AAEB8,CUST_DB742E84,2023-07-19 09:26:13,166.91,Gambling,"Chicago, IL",Tablet - iOS,0.317,False
TX_3964E649D902,CUST_5AFA2C3E,2022-01-18 02:18:49,976.84,ATM Withdrawal,"San Jose, CA",Web Browser,0.337,False
TX_BE85DB7FD0BE,CUST_EAC14B1C,2024-04-04 19:47:45,1222.22,Jewelry,"San Diego, CA",Tablet - Android,0.147,False
TX_6473FB80D4BF,CUST_13531966,2025-09-06 00:45:38,30.02,Money Transfer,"Fort Worth, TX",Mobile - Android,0.435,False
TX_22CDA35C3A55,CUST_681E27A5,2025-03-02 06:56:12,296.25,Foreign Transaction,"Indianapolis, IN",Tablet - iOS,0.151,False
TX_BE6565F91BCD,CUST_1582DFD8,2024-03-29 16:47:34,1189.17,Healthcare,"Fort Worth, TX",ATM,0.237,False
TX_629E44669397,CUST_D4B8E897,2023-07-13 18:15:56,1824.1,Wire Transfer,"Denver, CO",ATM,0.411,False
TX_4CD836BC3BBE,CUST_0214E8BF,2022-11-09 02:59:44,984.36,Healthcare,"Boston, MA",Mobile - Android,0.316,False
TX_6ED79CC8C98A,CUST_D6EAFED3,2024-11-11 19:02:00,876.84,Jewelry,"Dallas, TX",Tablet - iOS,0.186,False
TX_5AC18E6586C7,CUST_B208C4B9,2022-11-07 01:42:15,907.5,Utilities,"Denver, CO",ATM,0.2,False
TX_FB79452F8CF3,CUST_AD7A44F2,2022-10-06 05:40:10,1748.77,Retail,"Austin, TX",Web Browser,0.284,False
TX_85443CE67B46,CUST_AE17D43A,2022-12-21 20:35:48,253.21,Restaurant,"San Antonio, TX",Desktop - Mac,0.06,False
TX_BC5ADC8EA966,CUST_A23FD4B5,2024-05-23 04:56:57,236.67,Gambling,"Phoenix, AZ",Mobile - Android,0.356,False
TX_20FFB8D0B93E,CUST_C74C26B1,2024-01-30 01:03:46,218.49,Online Shopping,"San Francisco, CA",ATM,0.328,False
TX_8924F75D5F87,CUST_DC7B120D,2023-04-11 03:43:12,239.27,Insurance,"Boston, MA",Tablet - Android,0.226,False
TX_7A68447F8E2C,CUST_638E8740,2024-04-11 19:51:28,180.69,Restaurant,"Columbus, OH",Mobile - iOS,0.154,False
TX_AD41A417AEDC,CUST_76ABA1C3,2025-07-29 14:52:09,3219.14,Gambling,"Philadelphia, PA",Desktop - Mac,0.574,False
TX_1BE4A6B3E422,CUST_51B67C99,2023-08-12 09:14:18,493.58,Gambling,"New York, NY",ATM,0.383,False
TX_91F95575DDA5,CUST_4E2CC3A6,2023-07-09 16:13:26,176.99,ATM Withdrawal,"San Antonio, TX",ATM,0.203,False
TX_0A1BFA1D74E3,CUST_54A638F6,2023-08-07 06:10:26,187.72,Utilities,"Jacksonville, FL",Mobile - Android,0.363,False
TX_67AB9CA55816,CUST_69BE72D9,2023-02-06 20:15:22,2517.49,Money Transfer,"Philadelphia, PA",Tablet - Android,0.687,True
TX_C7043B1D6687,CUST_6C7CB10B,2023-12-30 09:02:09,345.79,Utilities,"Seattle, WA",Web Browser,0.044,False
TX_F89A517B12F6,CUST_08F66E97,2024-03-15 17:07:09,639.71,ATM Withdrawal,"Seattle, WA",Mobile - iOS,0.093,False
TX_17C75670070C,CUST_02D35CF6,2025-06-15 18:38:29,85.76,Entertainment,"New York, NY",Web Browser,0.027,False
TX_9871B7499DB7,CUST_F05906D6,2023-10-25 00:12:07,372.23,Electronics,"Phoenix, AZ",Tablet - iOS,0.279,False
TX_BC26300BA909,CUST_0D5ED6F5,2023-09-21 10:11:55,48197.68,Cryptocurrency,"Pyongyang, North Korea",Tablet - Android,0.912,True
TX_348D1B4EA243,CUST_09F19B41,2024-01-30 11:01:09,640.29,Foreign Transaction,"San Francisco, CA",Mobile - iOS,0.097,False
TX_38681D844C64,CUST_6C7CB10B,2022-01-19 03:09:48,823.46,Jewelry,"Indianapolis, IN",Mobile - Android,0.278,False
TX_36FE5E255E89,CUST_30994C32,2022-09-04 04:33:11,3942.06,Foreign Transaction,"Lagos, Nigeria",Mobile - Android,0.817,True
TX_EA4F40026404,CUST_A50CC056,2024-05-08 01:39:06,338.3,Jewelry,"San Antonio, TX",Mobile - Android,0.182,False
TX_D2FC0625ACB6,CUST_E8BCC118,2024-01-07 15:31:38,806.67,Jewelry,"San Antonio, TX",Mobile - Android,0.173,False
TX_1F990BA62E1F,CUST_18F3DBDD,2022-01-06 06:49:48,3123.84,Wire Transfer,"Philadelphia, PA",Desktop - Windows,0.615,True
TX_6150F93144C3,CUST_3045AF05,2025-07-11 06:36:23,2243.94,Retail,"Columbus, OH",Tablet - iOS,0.138,False
TX_729A0D09B307,CUST_E414DED0,2025-02-10 11:24:16,2568.24,Utilities,"Fort Worth, TX",ATM,0.141,False
TX_6D030550F9A3,CUST_DA6A5D3F,2022-06-27 01:58:22,2877.88,Gambling,"Indianapolis, IN",Tablet - Android,0.478,False
TX_BD01D5AC19E0,CUST_8939D892,2024-02-22 13:16:13,1261.97,Grocery,"Houston, TX",Web Browser,0.296,False
TX_A95801476E1A,CUST_F330E696,2024-11-24 13:13:27,10.78,Travel,"Boston, MA",Web Browser,0.007,False
TX_73A71B09E4A4,CUST_6F427D02,2025-06-23 12:30:10,61042.91,Electronics,"Philadelphia, PA",ATM,0.651,True
TX_61ACF49BDC4E,CUST_CE31E0EF,2023-06-19 16:56:41,752.65,Wire Transfer,"Dallas, TX",Desktop - Mac,0.221,False
TX_0EBA0794531A,CUST_E630CBB6,2023-04-15 10:01:06,69541.37,Utilities,"San Francisco, CA",ATM,0.648,True
TX_8BC83DF65DF6,CUST_48A34F28,2022-05-21 23:08:29,786.04,Gambling,"Seattle, WA",Tablet - Android,0.43,False
TX_549692F964E1,CUST_19997517,2023-02-04 03:14:08,11064.03,Electronics,"Phoenix, AZ",Desktop - Mac,0.646,True
TX_4B0BB03CA3F9,CUST_34F2350D,2025-09-12 23:09:49,87.53,Restaurant,"Phoenix, AZ",Desktop - Mac,0.268,False
TX_21CB52A9673E,CUST_FDFBA607,2025-04-15 19:37:05,1997.08,Money Transfer,"Los Angeles, CA",POS Terminal,0.48,False
TX_21D7FCF460A8,CUST_9FDBF764,2023-11-21 17:37:07,19185.7,Restaurant,"San Diego, CA",Desktop - Windows,0.681,True
TX_33A211FE8EDC,CUST_53B8F9FA,2024-09-12 21:40:02,957.68,Insurance,"Houston, TX",Web Browser,0.139,False
TX_72E0D79AFD4B,CUST_78668285,2023-07-31 19:02:00,383.18,Cryptocurrency,"Fort Worth, TX",POS Terminal,0.387,False
TX_CBACFE76E795,CUST_55A314CE,2025-10-21 12:40:10,437.58,Travel,"New York, NY",POS Terminal,0.183,False
TX_19CEC15F4C29,CUST_9D11F207,2022-09-19 13:01:08,1089.48,Wire Transfer,"Dallas, TX",Mobile - Android,0.525,False
TX_AA0FED385999,CUST_1635D474,2024-04-08 15:58:12,70.26,Retail,"Seattle, WA",ATM,0.181,False
TX_AB281F9D660D,CUST_F8546572,2025-07-25 14:16:16,762.03,Entertainment,"Indianapolis, IN",Desktop - Mac,0.145,False
TX_0BF7FA2BCCEA,CUST_872412A8,2023-05-12 18:00:40,880.14,Grocery,"Columbus, OH",Mobile - iOS,0.02,False
TX_65F28DF23CAF,CUST_B131B658,2022-02-25 23:20:35,98.07,Foreign Transaction,"San Francisco, CA",Desktop - Mac,0.153,False
TX_5D35EF44A61E,CUST_6B946D7A,2025-08-17 04:40:30,169.64,Grocery,"San Diego, CA",Mobile - iOS,0.204,False
TX_79434F716CD8,CUST_0BF9A5EF,2022-12-08 02:17:22,2091.21,Healthcare,"New York, NY",Mobile - Android,0.276,False
TX_441C379FF9A4,CUST_8939D892,2025-03-03 19:25:57,1054.72,Electronics,"San Diego, CA",Desktop - Windows,0.168,False
TX_F5FE071F915F,CUST_6650C6E8,2024-10-08 01:03:04,352.39,Foreign Transaction,"Denver, CO",Web Browser,0.163,False
TX_547F7E791CC7,CUST_B2926EDF,2022-12-26 19:29:04,1289.12,Money Transfer,"Phoenix, AZ",Desktop - Windows,0.313,False
TX_D9DDA164FD98,CUST_09313BF9,2023-07-15 08:36:31,2995.74,Healthcare,"Philadelphia, PA",Desktop - Windows,0.231,False
TX_5FC233D48CB8,CUST_A50CC056,2022-02-25 02:59:03,157.87,Electronics,"Boston, MA",Desktop - Windows,0.214,False
TX_70209409D691,CUST_5016469D,2023-04-15 12:03:29,138.45,Restaurant,"Fort Worth, TX",ATM,0.15,False
TX_AFF17C9401A3,CUST_1DB955E5,2024-08-27 02:30:51,939.34,Money Transfer,"San Diego, CA",Tablet - Android,0.374,False
TX_62D0C0D8BF05,CUST_82AFA5B8,2022-01-01 17:54:56,509.92,Jewelry,"Seattle, WA",Desktop - Mac,0.094,False
TX_3BE09C0AD861,CUST_F6BE0F7A,2022-11-26 17:19:26,470.33,Grocery,"Seattle, WA",Tablet - Android,0.034,False
TX_B5FFF51DAEFD,CUST_9480D1FE,2024-07-01 23:05:08,1947.23,Travel,"San Jose, CA",Mobile - iOS,0.524,False
TX_F257A4E67ED1,CUST_7E31BCE7,2024-08-20 15:50:54,593.43,Jewelry,"Charlotte, NC",Tablet - Android,0.05,False
TX_D37CD4C9CA48,CUST_D2C22705,2022-07-26 05:24:23,342.19,Retail,"San Antonio, TX",Mobile - iOS,0.196,False
TX_4C1027812318,CUST_AB0FDD70,2025-08-17 14:25:39,893.09,Electronics,"San Francisco, CA",Tablet - iOS,0.289,False
TX_E8CC6E0631DD,CUST_76DB699A,2024-01-02 23:29:33,257.1,Gas Station,"Columbus, OH",Web Browser,0.295,False
TX_145FF1F65308,CUST_B3203FEA,2024-12-07 02:40:47,824.71,Entertainment,"Boston, MA",Web Browser,0.243,False
TX_7D774CA8E3A7,CUST_C6523C71,2024-02-27 08:16:40,2240.16,Grocery,"Charlotte, NC",Web Browser,0.168,False
TX_9EBA02922B81,CUST_2AFF25B2,2024-11-09 21:04:05,179.63,ATM Withdrawal,"Phoenix, AZ",Mobile - Android,0.088,False
TX_C0F45E0CCE08,CUST_D1FD7011,2022-10-03 01:34:38,183.27,Electronics,"Fort Worth, TX",POS Terminal,0.209,False
TX_752890C0DA16,CUST_2D5836E2,2024-04-21 07:08:34,577.46,Electronics,"Denver, CO",Web Browser,0.037,False
TX_C247D5A84C3B,CUST_EA19910C,2025-01-27 22:01:54,567.46,Jewelry,"Austin, TX",Web Browser,0.325,False
TX_C4E2D920573C,CUST_83F39F1F,2022-08-04 08:19:57,1840.58,Wire Transfer,"Jacksonville, FL",Desktop - Windows,0.319,False
TX_A4B90966FE2F,CUST_9A97F018,2023-12-12 08:57:41,406.94,Gas Station,"Boston, MA",Desktop - Mac,0.09,False
TX_5AA940F05466,CUST_3FF92206,2022-09-05 03:55:45,5772.84,Insurance,"Columbus, OH",Mobile - Android,0.503,False
TX_2381FEBF5A4C,CUST_1635D474,2023-02-28 12:21:45,597.57,Retail,"Indianapolis, IN",ATM,0.092,False
TX_4F4DA5C536BD,CUST_6F2A4111,2023-08-09 06:22:25,281.43,Gambling,"Austin, TX",Tablet - Android,0.206,False
TX_CD6630CDD1F2,CUST_07DC5103,2022-07-06 21:26:34,658.85,Entertainment,"Boston, MA",POS Terminal,0.198,False
TX_040763E544DA,CUST_6F427D02,2024-10-11 22:16:42,1775.08,Jewelry,"Moscow, Russia",Desktop - Windows,0.79,True
TX_DF9CF90A3AFE,CUST_A2FD5227,2025-01-29 13:36:55,116.43,Retail,"Los Angeles, CA",Mobile - iOS,0.138,False
TX_86FB1F79273C,CUST_FA91A2FD,2025-03-04 13:58:49,846.24,Insurance,"Los Angeles, CA",Web Browser,0.144,False
TX_EED344CEEC94,CUST_C2B3BBAB,2023-04-24 12:19:37,3587.39,Money Transfer,"Caracas, Venezuela",Desktop - Windows,0.506,False
TX_CA36555D60CF,CUST_003EF7AD,2024-01-07 19:40:32,3002.15,Restaurant,"Beijing, China",Mobile - iOS,0.319,False
TX_F65BF93A1C5E,CUST_D6EAFED3,2022-05-13 18:37:57,162.05,Restaurant,"San Francisco, CA",Web Browser,0.043,False
TX_696E3001395D,CUST_6CE8AEC8,2024-04-09 20:28:36,1254.26,Wire Transfer,"Phoenix, AZ",Desktop - Windows,0.48,False
TX_69A4D8F96DBC,CUST_361FDFC2,2025-09-04 18:10:39,329.11,Electronics,"New York, NY",Desktop - Windows,0.221,False
TX_33D35F179FB8,CUST_B2FEDB25,2023-03-15 23:54:08,762.35,Electronics,"San Francisco, CA",Desktop - Mac,0.244,False
TX_2490E401B58D,CUST_86EB0EC3,2024-05-30 19:07:46,192.69,Cryptocurrency,"Fort Worth, TX",Tablet - iOS,0.253,False
TX_99F8454EB260,CUST_567A5403,2024-10-16 09:21:36,2595.59,Wire Transfer,"Lagos, Nigeria",Web Browser,0.866,True
TX_2B0E39BAF46E,CUST_7FA413D6,2022-01-23 04:07:54,75587.48,Retail,"Boston, MA",Tablet - iOS,0.845,True
TX_1DD5B30EEA61,CUST_034A5791,2025-02-02 07:39:19,816.01,Grocery,"Jacksonville, FL",Tablet - Android,0.158,False
TX_95C8E560A97D,CUST_5C8F0162,2023-09-26 05:10:11,763.95,Jewelry,"Columbus, OH",Desktop - Mac,0.152,False
TX_873610B71AB0,CUST_92C30016,2024-10-30 03:58:33,405.81,Jewelry,"Chicago, IL",Web Browser,0.278,False
TX_88C46F1A3677,CUST_22BCB5D3,2025-07-30 16:30:51,487.01,Restaurant,"Denver, CO",Web Browser,0.199,False
TX_AE1455547EE9,CUST_694A3D7B,2022-12-06 04:26:18,775.27,Utilities,"Dallas, TX",Desktop - Windows,0.239,False
TX_539EECDE124F,CUST_59DE8E5A,2024-07-07 00:56:11,812.86,Wire Transfer,"San Jose, CA",POS Terminal,0.829,True
TX_E41CBE9E7968,CUST_E630CBB6,2022-03-28 01:37:11,2098.27,Online Shopping,"Beijing, China",Mobile - Android,0.62,True
TX_5CB9C0CB1444,CUST_5D82253B,2025-09-04 04:05:02,1342.12,Utilities,"Philadelphia, PA",Tablet - Android,0.505,False
TX_62F7B7C039FC,CUST_A5C5926E,2023-12-21 10:53:18,251.26,Entertainment,"Chicago, IL",Desktop - Mac,0.156,False
TX_B84B6F557D02,CUST_DF3DD5C4,2025-03-26 01:02:58,2841.99,Entertainment,"Jacksonville, FL",Mobile - iOS,0.267,False
TX_36D008A50582,CUST_6794BCAA,2024-05-19 04:58:26,349.46,Gas Station,"Philadelphia, PA",Web Browser,0.249,False
TX_7E60B35F5052,CUST_E1F30D7F,2023-02-28 15:25:16,33811.95,Grocery,"Boston, MA",POS Terminal,0.792,True
TX_BCF04846303C,CUST_8D4B1446,2024-01-01 20:36:06,5560.71,Entertainment,"Houston, TX",Desktop - Mac,0.497,False
TX_B8C1A9B0A237,CUST_793813EC,2025-04-09 10:07:11,336.09,Foreign Transaction,"Fort Worth, TX",Desktop - Windows,0.001,False
TX_753C40B19E76,CUST_F05906D6,2022-10-24 05:39:03,500.59,Foreign Transaction,"Austin, TX",POS Terminal,0.172,False
TX_AE00DE9FD979,CUST_3435E459,2023-12-12 07:48:59,367.48,Travel,"San Diego, CA",Tablet - Android,0.27,False
TX_BAFB820D0CED,CUST_CC863572,2022-06-12 13:18:56,193.98,Travel,"Austin, TX",Desktop - Windows,0.204,False
TX_1289F0A54CE5,CUST_154B746F,2022-09-29 17:42:45,770.22,Entertainment,"Austin, TX",Web Browser,0.313,False
TX_0DAD914A1510,CUST_907DC160,2023-06-03 12:00:12,938.18,Money Transfer,"San Antonio, TX",Tablet - iOS,0.294,False
TX_76E3494A12D2,CUST_173CC03A,2025-04-13 05:29:13,491.86,Utilities,"Chicago, IL",Mobile - iOS,0.244,False
TX_62A406741783,CUST_FE21DE39,2023-04-16 03:03:01,3934.93,Utilities,"Houston, TX",Web Browser,0.531,False
TX_91898B5FA51A,CUST_EDDA4040,2025-03-19 03:38:42,552.52,Jewelry,"Boston, MA",Tablet - iOS,0.35,False
TX_DC22D31D0852,CUST_A6819E48,2023-11-25 22:37:31,335.56,ATM Withdrawal,"Charlotte, NC",Mobile - Android,0.215,False
TX_FE0A11F0F5FD,CUST_BA575E2F,2022-04-25 03:31:52,322.02,Gambling,"San Diego, CA",Mobile - iOS,0.457,False
TX_8AAECB708DAF,CUST_A9A4E4AA,2024-12-18 19:14:37,370.65,Grocery,"San Jose, CA",Desktop - Mac,0.115,False
TX_795011F76D6E,CUST_D311C1B5,2025-01-02 22:28:21,849.08,Gambling,"Phoenix, AZ",Desktop - Mac,0.373,False
TX_EB781042DF34,CUST_8736B667,2024-04-13 06:26:31,11.25,Wire Transfer,"New York, NY",Mobile - iOS,0.395,False
TX_70D48317C5A3,CUST_A976E219,2023-06-16 11:18:10,444.17,ATM Withdrawal,"Chicago, IL",Mobile - iOS,0.104,False
TX_538570F03193,CUST_301E562B,2025-09-08 14:09:09,596.74,Insurance,"San Jose, CA",Tablet - iOS,0.131,False
TX_5B15AE626BB9,CUST_6AFD269B,2024-10-02 23:31:12,1052.79,Money Transfer,"Philadelphia, PA",Mobile - iOS,0.614,True
TX_A88BFB8CE67B,CUST_681E27A5,2024-03-23 20:25:36,951.55,Electronics,"Columbus, OH",ATM,0.18,False
TX_052E24F0734A,CUST_CE765BC0,2025-06-10 20:30:06,996.1,Wire Transfer,"Houston, TX",Desktop - Windows,0.393,False
TX_474CF05C863E,CUST_4E2CC3A6,2023-01-30 12:18:34,1952.13,Insurance,"San Francisco, CA",ATM,0.254,False
TX_A0EFE66BD1E3,CUST_FA99D34E,2024-05-07 05:30:02,258.37,Electronics,"Seattle, WA",Mobile - Android,0.228,False
TX_1E7CD9207BD2,CUST_58A1A38E,2025-10-07 06:56:19,178.46,Money Transfer,"New York, NY",Tablet - Android,0.239,False
TX_D008F1264F6E,CUST_AB350A77,2023-07-02 22:50:19,191.25,Restaurant,"Philadelphia, PA",Mobile - Android,0.294,False
TX_776A651653F3,CUST_A1EC032A,2022-07-17 22:10:11,9213.2,Electronics,"San Jose, CA",Mobile - iOS,0.588,False
