alert_id,transaction_id,customer_id,alert_type,alert_timestamp,analyst_id,analyst_decision,decision_timestamp,time_to_decision_hours,notes,false_positive
ALERT_BA16E520F2,TX_9CF830B0011E,CUST_18F3DBDD,"large_transaction, high_risk_customer",2025-10-30 04:21:53,Michael Rodriguez,escalate,2025-11-01 21:21:53,65,Risk score 0.756 reviewed. escalate,False
ALERT_EB8F72674D,TX_C9FB4719273B,CUST_0D5ED6F5,high_risk_customer,2023-02-15 23:42:07,Emily Thompson,approve,2023-02-16 11:42:07,12,Risk score 0.628 reviewed. approve,True
ALERT_C3EAB2C6FB,TX_83103615B3AE,CUST_9C483560,"critical_high_risk, high_risk_merchant",2022-12-30 11:04:09,David Kim,escalate,2022-12-30 16:04:09,5,Customer verification completed. Amount $259.55 - escalate,False
ALERT_3A28D15FFC,TX_459D11328166,CUST_BA8401CF,"high_risk_merchant, high_risk_customer",2025-01-02 05:37:24,James Wilson,escalate,2025-01-03 15:37:24,34,Reviewed transaction for Cryptocurrency - escalate,False
ALERT_4018C52CDC,TX_1699D90AB56A,CUST_35BF93AF,high_risk_merchant,2024-11-15 00:38:20,Jessica Martinez,approve_with_monitoring,2024-11-16 12:38:20,36,Risk score 0.768 reviewed. approve with monitoring,False
ALERT_1AD692736B,TX_F53DA0FE1924,CUST_D76CE945,"critical_high_risk, large_transaction",2025-06-04 09:00:39,Emily Thompson,escalate,2025-06-04 17:00:39,8,"Location check performed: San Diego, CA. escalate",False
ALERT_52D20C57EA,TX_81AFF006B8A2,CUST_AA27B64F,"high_risk_merchant, high_risk_customer",2024-03-21 19:08:03,James Wilson,approve_with_monitoring,2024-03-24 02:08:03,55,Customer verification completed. Amount $1606.20 - approve with monitoring,False
ALERT_CBF72D5161,TX_A8F7BE5F66F1,CUST_003EF7AD,"critical_high_risk, large_transaction",2022-01-18 20:39:54,Emily Thompson,approve_with_monitoring,2022-01-18 21:39:54,1,Customer verification completed. Amount $76097.12 - approve with monitoring,False
ALERT_1CBA716A73,TX_F560E4F7D920,CUST_9C483560,"large_transaction, high_risk_customer",2024-07-18 14:59:51,David Kim,escalate,2024-07-20 12:59:51,46,"Location check performed: Columbus, OH. escalate",False
ALERT_FECEBA6F75,TX_3668E6391D6D,CUST_F13789E6,"critical_high_risk, large_transaction",2024-06-01 06:14:20,Robert Johnson,deny,2024-06-01 18:14:20,12,Risk score 0.935 reviewed. deny,False
ALERT_C59664A52F,TX_DA0FA8423FB3,CUST_742A92FC,"high_risk_merchant, high_risk_customer",2025-09-25 23:09:43,Jessica Martinez,approve_with_monitoring,2025-09-26 04:09:43,5,Customer verification completed. Amount $1489.17 - approve with monitoring,False
ALERT_286AF66CC5,TX_A5000075AA3C,CUST_6505ECB8,"critical_high_risk, large_transaction",2022-10-20 02:34:22,Maria Garcia,deny,2022-10-20 04:34:22,2,Customer verification completed. Amount $92872.25 - deny,False
ALERT_0CAB7F242B,TX_8A2EA985CFE1,CUST_6341D7BE,"high_risk_merchant, high_risk_customer",2024-10-24 17:11:51,Jessica Martinez,approve_with_monitoring,2024-10-27 05:11:51,60,Customer verification completed. Amount $3590.21 - approve with monitoring,False
ALERT_A97222D135,TX_3719A66C126E,CUST_24165E47,"large_transaction, high_risk_customer",2024-07-21 13:46:59,Lisa Anderson,approve,2024-07-24 12:46:59,71,Reviewed transaction for Online Shopping - approve,False
ALERT_B66FC189DC,TX_0ED6DEB90436,CUST_B4FBF75E,"high_risk_merchant, high_risk_customer",2023-08-05 18:38:12,Sarah Chen,approve,2023-08-06 01:38:12,7,Customer verification completed. Amount $1668.82 - approve,True
ALERT_36C1714483,TX_29E71EEFC9FC,CUST_01CEB8E2,"large_transaction, high_risk_customer",2022-02-10 08:19:54,David Kim,approve,2022-02-11 00:19:54,16,Reviewed transaction for Healthcare - approve,True
ALERT_665C6AA41E,TX_B2A9AD57891C,CUST_A6E105FD,"critical_high_risk, large_transaction",2025-06-26 09:22:03,Jessica Martinez,approve_with_monitoring,2025-06-26 16:22:03,7,"Location check performed: Charlotte, NC. approve with monitoring",False
ALERT_1A94ACC49D,TX_65B3A23988F0,CUST_7B985178,high_risk_merchant,2025-07-16 11:30:34,Robert Johnson,approve_with_monitoring,2025-07-17 17:30:34,30,Customer verification completed. Amount $6081.92 - approve with monitoring,False
ALERT_4037A37B57,TX_644D2D35E026,CUST_538B2855,"critical_high_risk, large_transaction",2025-09-30 04:54:38,Michael Rodriguez,approve_with_monitoring,2025-09-30 06:54:38,2,Customer verification completed. Amount $71489.74 - approve with monitoring,False
ALERT_16933A4E77,TX_6112E03FEF3C,CUST_E9BFB96D,"high_risk_merchant, high_risk_customer",2023-12-27 11:34:48,James Wilson,approve,2023-12-29 11:34:48,48,"Location check performed: Caracas, Venezuela. approve",False
ALERT_1374D43929,TX_2384FCFC6C67,CUST_2F4A5607,high_risk_customer,2025-10-14 05:49:13,Robert Johnson,escalate,2025-10-16 23:49:13,66,Reviewed transaction for Foreign Transaction - escalate,False
ALERT_84CE1CD33A,TX_E02BCA874CE5,CUST_53C8C5D0,"critical_high_risk, high_risk_merchant",2023-08-27 21:50:16,Michael Rodriguez,escalate,2023-08-28 05:50:16,8,Risk score 0.830 reviewed. escalate,False
ALERT_52FB12B1B4,TX_48643D9B999D,CUST_E1F30D7F,"large_transaction, high_risk_customer",2025-10-03 17:24:36,David Kim,escalate,2025-10-04 04:24:36,11,Customer verification completed. Amount $16643.54 - escalate,False
ALERT_534726DD36,TX_489CE6438155,CUST_1582DFD8,general_risk_alert,2025-07-30 05:35:01,Michael Rodriguez,approve_with_monitoring,2025-08-01 21:35:01,64,Risk score 0.638 reviewed. approve with monitoring,False
ALERT_4E619A5F2E,TX_936FBA2A75CF,CUST_0FCD8EF1,"critical_high_risk, large_transaction",2022-12-12 15:04:49,Sarah Chen,SAR_filed,2022-12-12 18:04:49,3,Reviewed transaction for Money Transfer - SAR filed - Suspicious Activity Report filed with FinCEN,False
ALERT_5CADF02C19,TX_17406842424C,CUST_09313BF9,high_risk_merchant,2022-08-15 00:00:18,Lisa Anderson,escalate,2022-08-17 10:00:18,58,Reviewed transaction for Money Transfer - escalate,False
ALERT_2B6327C54A,TX_FAE8314E7A42,CUST_6F093EB6,"critical_high_risk, high_risk_customer",2022-06-03 04:25:11,David Kim,escalate,2022-06-03 13:25:11,9,"Location check performed: Moscow, Russia. escalate",False
ALERT_D16F078F20,TX_AEA3D807CF4D,CUST_504D0E2D,high_risk_customer,2024-01-22 16:49:28,David Kim,approve_with_monitoring,2024-01-23 02:49:28,10,"Location check performed: New York, NY. approve with monitoring",False
ALERT_41150A9A57,TX_90EFBD46F437,CUST_2A595292,"critical_high_risk, large_transaction",2024-10-31 22:23:16,Emily Thompson,escalate,2024-11-01 07:23:16,9,Reviewed transaction for Wire Transfer - escalate,False
ALERT_B9AFDAD810,TX_4945EB0F5957,CUST_FDD4BBB1,high_risk_customer,2023-07-24 23:17:48,James Wilson,approve,2023-07-26 05:17:48,30,Customer verification completed. Amount $929.97 - approve,True
ALERT_1298E48ACB,TX_169A64FA3BA3,CUST_0BF9A5EF,large_transaction,2022-09-23 04:43:30,Sarah Chen,approve,2022-09-23 16:43:30,12,Risk score 0.659 reviewed. approve,True
ALERT_09CB90638F,TX_F66BC4C18800,CUST_5A4FDD63,"critical_high_risk, large_transaction",2022-12-05 11:37:34,Robert Johnson,SAR_filed,2022-12-05 11:37:34,0,Reviewed transaction for Utilities - SAR filed - Suspicious Activity Report filed with FinCEN,False
ALERT_0450A5D8DE,TX_F37F6B4D5706,CUST_810E2F64,high_risk_customer,2023-05-05 22:57:34,Robert Johnson,approve,2023-05-06 17:57:34,19,"Location check performed: Chicago, IL. approve",True
ALERT_D92BED58E9,TX_BDC1220B10AA,CUST_C1321D6F,"high_risk_merchant, high_risk_customer",2022-01-03 03:22:37,William Taylor,approve_with_monitoring,2022-01-04 00:22:37,21,"Location check performed: Los Angeles, CA. approve with monitoring",False
ALERT_47F3C7CE1B,TX_358AE220A2D1,CUST_38F05F0C,"high_risk_merchant, high_risk_customer",2025-06-15 23:19:16,Lisa Anderson,approve_with_monitoring,2025-06-18 13:19:16,62,Risk score 0.725 reviewed. approve with monitoring,False
ALERT_843E638A34,TX_EC1571F821CC,CUST_F8574FBB,"critical_high_risk, large_transaction",2022-02-27 01:52:33,Emily Thompson,approve_with_monitoring,2022-02-27 08:52:33,7,Reviewed transaction for Jewelry - approve with monitoring,False
ALERT_5702B51F35,TX_3023A38FF059,CUST_5A4FDD63,"critical_high_risk, high_risk_merchant",2025-06-15 08:03:32,Robert Johnson,approve_with_monitoring,2025-06-15 18:03:32,10,Risk score 0.895 reviewed. approve with monitoring,False
ALERT_6B1F7B8428,TX_30BBA860E762,CUST_8167BADB,"high_risk_merchant, high_risk_customer",2024-05-06 19:46:30,Lisa Anderson,approve,2024-05-07 06:46:30,11,Risk score 0.632 reviewed. approve,False
ALERT_79198078A0,TX_EAF458EECF65,CUST_E2652872,"high_risk_merchant, high_risk_customer",2022-12-02 13:33:34,Michael Rodriguez,approve,2022-12-03 10:33:34,21,Reviewed transaction for Cryptocurrency - approve,True
ALERT_7BDFC07354,TX_488D7331DDB8,CUST_A4B83E9A,"critical_high_risk, large_transaction",2024-01-30 12:58:55,Robert Johnson,deny,2024-01-30 14:58:55,2,Reviewed transaction for Money Transfer - deny,False
ALERT_FFCD0C4951,TX_D30105A42EDD,CUST_BE3A428D,"high_risk_merchant, high_risk_customer",2022-12-20 13:52:02,Robert Johnson,approve,2022-12-20 15:52:02,2,"Location check performed: Philadelphia, PA. approve",True
ALERT_2A295F059B,TX_A2E7A56C3315,CUST_0FCD8EF1,"high_risk_merchant, high_risk_customer",2025-06-26 03:27:11,Robert Johnson,escalate,2025-06-26 06:27:11,3,Reviewed transaction for Cryptocurrency - escalate,False
ALERT_FD461CC99C,TX_F659D65488AC,CUST_09F489EE,"high_risk_merchant, high_risk_customer",2022-06-04 00:54:04,Sarah Chen,deny,2022-06-06 18:54:04,66,Risk score 0.706 reviewed. deny,False
ALERT_15034C3601,TX_591762C4492A,CUST_30994C32,"critical_high_risk, large_transaction",2024-04-12 08:03:53,David Kim,approve_with_monitoring,2024-04-12 14:03:53,6,Customer verification completed. Amount $80451.02 - approve with monitoring,False
ALERT_3794296AF5,TX_DD215C61F0D5,CUST_9480D1FE,high_risk_customer,2025-04-11 04:06:35,William Taylor,approve_with_monitoring,2025-04-12 23:06:35,43,Risk score 0.714 reviewed. approve with monitoring,False
ALERT_F9F669130A,TX_661EE7A1E1A8,CUST_24165E47,"large_transaction, high_risk_customer",2024-12-02 18:57:47,Jessica Martinez,deny,2024-12-03 15:57:47,21,Customer verification completed. Amount $63117.89 - deny,False
ALERT_DF066F2586,TX_397D09BEF534,CUST_69BE72D9,"critical_high_risk, large_transaction",2024-06-06 17:55:31,Sarah Chen,approve_with_monitoring,2024-06-07 04:55:31,11,"Location check performed: New York, NY. approve with monitoring",False
ALERT_CCF7876AF2,TX_F68681B68378,CUST_9169A0CA,large_transaction,2024-03-27 00:57:55,Maria Garcia,approve,2024-03-30 00:57:55,72,Customer verification completed. Amount $11891.46 - approve,False
ALERT_B5C8FB06D1,TX_4E8DC00C3991,CUST_9FDBF764,high_risk_customer,2025-05-26 23:38:02,David Kim,approve_with_monitoring,2025-05-28 18:38:02,43,"Location check performed: San Francisco, CA. approve with monitoring",False
ALERT_C056D62C2E,TX_8AFDA58F28E2,CUST_14B48CBF,"critical_high_risk, large_transaction",2023-04-28 11:24:07,Emily Thompson,approve_with_monitoring,2023-04-28 18:24:07,7,Risk score 0.806 reviewed. approve with monitoring,False
ALERT_AA821B5A87,TX_619FC4AEF2F4,CUST_280E1D24,"high_risk_merchant, high_risk_customer",2025-09-01 02:06:56,David Kim,deny,2025-09-03 17:06:56,63,Reviewed transaction for Wire Transfer - deny,False
ALERT_84B39A0CF0,TX_0D03F671141F,CUST_810E2F64,"critical_high_risk, large_transaction",2024-11-22 22:51:56,Jessica Martinez,approve_with_monitoring,2024-11-23 03:51:56,5,Customer verification completed. Amount $24351.99 - approve with monitoring,False
ALERT_62B4ABC7B1,TX_4F18FCA759D3,CUST_A9497EE0,"critical_high_risk, large_transaction",2023-05-06 20:55:28,Maria Garcia,deny,2023-05-07 08:55:28,12,Reviewed transaction for Money Transfer - deny,False
ALERT_D7E6639DA3,TX_57ABE9102029,CUST_D57BEEE5,"critical_high_risk, large_transaction",2022-02-04 22:28:47,James Wilson,escalate,2022-02-05 01:28:47,3,"Location check performed: San Diego, CA. escalate",False
ALERT_5ADB5B92E5,TX_910EF29C0B98,CUST_BBF93682,"high_risk_customer, geographic_risk",2024-05-22 01:56:12,Jessica Martinez,escalate,2024-05-22 13:56:12,12,Risk score 0.789 reviewed. escalate,False
ALERT_0A3F3E6A1B,TX_12C44D0EB120,CUST_538B2855,"high_risk_merchant, high_risk_customer",2023-01-17 01:19:58,Robert Johnson,approve,2023-01-19 12:19:58,59,Risk score 0.672 reviewed. approve,False
ALERT_B91B0FC737,TX_F769386488C7,CUST_244CB6F3,"critical_high_risk, large_transaction",2025-03-03 01:34:36,Emily Thompson,deny,2025-03-03 12:34:36,11,Customer verification completed. Amount $14982.27 - deny,False
ALERT_F41E2AC8BD,TX_81B65AD92582,CUST_7FA413D6,"high_risk_merchant, high_risk_customer",2025-04-05 03:02:55,Robert Johnson,approve,2025-04-06 20:02:55,41,Customer verification completed. Amount $3599.26 - approve,False
ALERT_CF64928D91,TX_8FBDC41C6942,CUST_814DC7C4,"high_risk_merchant, high_risk_customer",2022-05-17 08:14:06,Emily Thompson,approve,2022-05-17 23:14:06,15,"Location check performed: Seattle, WA. approve",True
ALERT_E19DDE61BD,TX_D6CD2E9CC902,CUST_760A8C60,"critical_high_risk, large_transaction",2022-07-29 04:43:47,Sarah Chen,approve_with_monitoring,2022-07-29 06:43:47,2,Reviewed transaction for Gambling - approve with monitoring,False
ALERT_972EB602D3,TX_6B60FAC593DC,CUST_83367B6A,"critical_high_risk, large_transaction",2022-09-16 11:22:21,Emily Thompson,approve_with_monitoring,2022-09-16 18:22:21,7,Risk score 0.992 reviewed. approve with monitoring,False
ALERT_DC3903589A,TX_62A89F9486FF,CUST_E3FD6517,"critical_high_risk, large_transaction",2023-01-13 23:28:16,Lisa Anderson,approve_with_monitoring,2023-01-14 02:28:16,3,Risk score 0.901 reviewed. approve with monitoring,False
ALERT_F3610A8139,TX_B1D20CFC3A1D,CUST_603096B6,"critical_high_risk, large_transaction",2022-06-24 19:19:49,Lisa Anderson,escalate,2022-06-25 03:19:49,8,Customer verification completed. Amount $41490.47 - escalate,False
ALERT_057B49A017,TX_FD6A4B44856F,CUST_3900FD29,"large_transaction, high_risk_customer",2024-11-15 14:12:11,Emily Thompson,approve_with_monitoring,2024-11-17 02:12:11,36,Reviewed transaction for Foreign Transaction - approve with monitoring,False
ALERT_AE477ED965,TX_4D7745C525F1,CUST_0D5ED6F5,"critical_high_risk, large_transaction",2023-11-13 04:50:41,Jessica Martinez,approve_with_monitoring,2023-11-13 15:50:41,11,"Location check performed: Seattle, WA. approve with monitoring",False
ALERT_E25CFC8374,TX_E1F14AA96E13,CUST_14B48CBF,high_risk_customer,2023-04-03 03:04:59,Jessica Martinez,approve,2023-04-04 20:04:59,41,Customer verification completed. Amount $2801.54 - approve,False
ALERT_1FED5D3391,TX_B6C7A1D75D57,CUST_154B746F,"critical_high_risk, large_transaction",2023-10-14 21:19:06,Maria Garcia,approve_with_monitoring,2023-10-15 06:19:06,9,Customer verification completed. Amount $93348.44 - approve with monitoring,False
ALERT_79A3881064,TX_62A8508241AB,CUST_14B48CBF,"large_transaction, high_risk_customer",2024-09-04 09:58:43,Jessica Martinez,deny,2024-09-07 08:58:43,71,Risk score 0.725 reviewed. deny,False
ALERT_6E49A6B16E,TX_1545D30C4B7F,CUST_DF3DD5C4,general_risk_alert,2022-02-11 05:06:57,Maria Garcia,approve,2022-02-11 21:06:57,16,Customer verification completed. Amount $405.37 - approve,False
ALERT_0350D4E88C,TX_2227E368A23C,CUST_E9BFB96D,"high_risk_merchant, high_risk_customer",2025-02-24 10:50:03,Jessica Martinez,approve,2025-02-25 11:50:03,25,Customer verification completed. Amount $2785.24 - approve,False
ALERT_2AE92EF164,TX_7778930883D4,CUST_FB880A29,large_transaction,2023-08-13 01:22:47,Jessica Martinez,approve,2023-08-14 03:22:47,26,Risk score 0.658 reviewed. approve,True
ALERT_FFB960207D,TX_6072A4649C17,CUST_1C0C6419,"large_transaction, high_risk_customer",2025-02-20 14:50:31,Michael Rodriguez,approve_with_monitoring,2025-02-23 04:50:31,62,Customer verification completed. Amount $54223.49 - approve with monitoring,False
ALERT_24472A7CD8,TX_AA55588D17B3,CUST_3275FF2E,high_risk_customer,2025-04-02 03:51:41,James Wilson,approve,2025-04-05 01:51:41,70,Risk score 0.634 reviewed. approve,True
ALERT_B8EE3FD0DA,TX_B7B10C59EE23,CUST_EA15658D,high_risk_customer,2024-04-01 18:20:17,Robert Johnson,approve_with_monitoring,2024-04-04 05:20:17,59,"Location check performed: Chicago, IL. approve with monitoring",False
ALERT_C171A888AA,TX_9C225954205B,CUST_4AB3EAFF,"high_risk_customer, geographic_risk",2023-05-28 07:36:36,Emily Thompson,approve_with_monitoring,2023-05-29 19:36:36,36,Customer verification completed. Amount $4528.14 - approve with monitoring,False
ALERT_8CD5C0B133,TX_FBB6A0CEF87B,CUST_3AD3A7A2,"critical_high_risk, high_risk_merchant",2025-06-30 20:17:10,David Kim,SAR_filed,2025-06-30 23:17:10,3,Customer verification completed. Amount $2965.33 - SAR filed - Suspicious Activity Report filed with FinCEN,False
ALERT_77527231FD,TX_FF7517FEE456,CUST_504D0E2D,"critical_high_risk, large_transaction",2024-01-17 21:02:42,William Taylor,SAR_filed,2024-01-18 04:02:42,7,Risk score 0.985 reviewed. SAR filed - Suspicious Activity Report filed with FinCEN,False
ALERT_2AADCD51B8,TX_692E71942A09,CUST_7B33F7FE,"critical_high_risk, large_transaction",2024-10-18 00:42:36,James Wilson,SAR_filed,2024-10-18 01:42:36,1,Risk score 0.946 reviewed. SAR filed - Suspicious Activity Report filed with FinCEN,False
ALERT_167A662A65,TX_B4B833C7EAE2,CUST_6CED6AC2,"high_risk_merchant, high_risk_customer",2023-04-25 10:48:46,Lisa Anderson,approve,2023-04-27 08:48:46,46,Customer verification completed. Amount $499.49 - approve,True
ALERT_C9CE73C3F2,TX_04EAF15E6515,CUST_BF720A1E,high_risk_customer,2023-10-16 19:20:52,Robert Johnson,approve,2023-10-18 20:20:52,49,Risk score 0.646 reviewed. approve,False
ALERT_92F02581B4,TX_5573934BFA3D,CUST_003EF7AD,"high_risk_merchant, high_risk_customer",2023-06-28 07:54:58,Maria Garcia,approve_with_monitoring,2023-06-30 00:54:58,41,"Location check performed: Fort Worth, TX. approve with monitoring",False
ALERT_4795C8B660,TX_A24DC1DDFC3B,CUST_CD7D50A6,"large_transaction, high_risk_customer",2024-05-25 11:45:29,Sarah Chen,approve_with_monitoring,2024-05-26 19:45:29,32,Customer verification completed. Amount $54990.16 - approve with monitoring,False
ALERT_4030A72915,TX_F52B9079B27A,CUST_6341D7BE,"high_risk_merchant, high_risk_customer",2023-05-03 19:45:11,Lisa Anderson,approve,2023-05-06 19:45:11,72,Customer verification completed. Amount $1447.23 - approve,True
ALERT_E1EAE55841,TX_4323F4AACB4E,CUST_A4B83E9A,"critical_high_risk, large_transaction",2023-04-11 06:03:20,Emily Thompson,SAR_filed,2023-04-11 10:03:20,4,Customer verification completed. Amount $87382.85 - SAR filed - Suspicious Activity Report filed with FinCEN,False
ALERT_95EC626542,TX_21B352E8B3C8,CUST_18F3DBDD,"critical_high_risk, high_risk_merchant",2023-06-21 05:37:20,Emily Thompson,deny,2023-06-21 08:37:20,3,Customer verification completed. Amount $3418.84 - deny,False
ALERT_5E8F00B052,TX_7B436ED44B1C,CUST_155CABB8,high_risk_merchant,2022-05-02 02:14:11,Michael Rodriguez,approve_with_monitoring,2022-05-02 14:14:11,12,Reviewed transaction for Money Transfer - approve with monitoring,False
ALERT_7CC2911371,TX_BE5F9F85473A,CUST_54A638F6,"high_risk_merchant, high_risk_customer",2023-04-26 04:59:04,Robert Johnson,escalate,2023-04-28 04:59:04,48,"Location check performed: Fort Worth, TX. escalate",False
ALERT_640EC4B178,TX_F5524F41FD4B,CUST_6505ECB8,high_risk_customer,2022-09-06 00:39:41,James Wilson,escalate,2022-09-08 03:39:41,51,Reviewed transaction for Gambling - escalate,False
ALERT_67303B89DC,TX_0F2A742368AE,CUST_01CEB8E2,"high_risk_merchant, high_risk_customer",2024-01-29 16:26:03,Michael Rodriguez,approve_with_monitoring,2024-02-01 12:26:03,68,"Location check performed: San Diego, CA. approve with monitoring",False
ALERT_8C98FC1F8D,TX_137A53D76129,CUST_E1F30D7F,"high_risk_merchant, high_risk_customer",2023-12-06 20:37:53,Maria Garcia,approve_with_monitoring,2023-12-08 21:37:53,49,Reviewed transaction for Wire Transfer - approve with monitoring,False
ALERT_4FE38134C9,TX_7464D897F283,CUST_3275FF2E,"high_risk_customer, geographic_risk",2023-04-24 16:03:54,Lisa Anderson,approve_with_monitoring,2023-04-27 11:03:54,67,Reviewed transaction for Utilities - approve with monitoring,False
ALERT_C6F290DE06,TX_005D60C16236,CUST_BA91A0F7,"critical_high_risk, large_transaction",2025-07-29 02:42:27,William Taylor,escalate,2025-07-29 14:42:27,12,Reviewed transaction for Grocery - escalate,False
ALERT_DDD0F28AE5,TX_8AD4619EBF64,CUST_0D5ED6F5,high_risk_customer,2025-10-21 17:58:47,Lisa Anderson,approve,2025-10-22 20:58:47,27,Reviewed transaction for Gambling - approve,False
ALERT_8FA077629F,TX_20B39C939FF8,CUST_35389C23,high_risk_merchant,2024-07-08 22:08:24,Lisa Anderson,approve_with_monitoring,2024-07-10 22:08:24,48,Reviewed transaction for Cryptocurrency - approve with monitoring,False
ALERT_BFA8462CAE,TX_7D1CCED9C8E9,CUST_5CFD9CFB,"critical_high_risk, high_risk_merchant",2025-07-20 03:53:13,Lisa Anderson,escalate,2025-07-20 10:53:13,7,Risk score 0.843 reviewed. escalate,False
ALERT_CA01D8BC6D,TX_380CBBCEFBAC,CUST_51AD0864,"critical_high_risk, large_transaction",2025-08-30 00:44:34,Jessica Martinez,escalate,2025-08-30 02:44:34,2,Reviewed transaction for Money Transfer - escalate,False
ALERT_AF9EE0DCB7,TX_55C3CB0F6126,CUST_FE21DE39,"critical_high_risk, large_transaction",2024-05-24 20:18:28,Jessica Martinez,escalate,2024-05-24 21:18:28,1,Risk score 0.915 reviewed. escalate,False
ALERT_205BB7944D,TX_20743870CE8E,CUST_D76CE945,"large_transaction, high_risk_customer",2024-01-01 20:18:42,David Kim,escalate,2024-01-04 13:18:42,65,Reviewed transaction for Foreign Transaction - escalate,False
ALERT_8657854698,TX_A6A2287271B5,CUST_6341D7BE,"large_transaction, high_risk_customer",2023-05-13 22:33:00,William Taylor,deny,2023-05-15 10:33:00,36,Risk score 0.766 reviewed. deny,False
ALERT_0637D79115,TX_7965B5ED552D,CUST_EB343DE6,"high_risk_merchant, high_risk_customer",2024-03-24 06:32:16,William Taylor,approve,2024-03-25 09:32:16,27,Risk score 0.691 reviewed. approve,True
ALERT_3BE583EB9F,TX_95F83A2F3BAD,CUST_9FDBF764,"large_transaction, high_risk_customer",2022-03-31 10:49:47,Michael Rodriguez,approve,2022-04-01 17:49:47,31,Reviewed transaction for Healthcare - approve,False
ALERT_938735FAB1,TX_C3BD7013558E,CUST_E2652872,"critical_high_risk, large_transaction",2025-09-20 23:55:53,Robert Johnson,escalate,2025-09-21 06:55:53,7,Customer verification completed. Amount $14348.07 - escalate,False
ALERT_58BBC30850,TX_93B9BD6BD7E5,CUST_EB343DE6,high_risk_customer,2022-07-18 05:45:11,James Wilson,approve,2022-07-20 00:45:11,43,Customer verification completed. Amount $272.98 - approve,False
ALERT_E690E38A55,TX_A74DE48960FE,CUST_3691D45D,"critical_high_risk, large_transaction",2024-08-05 10:10:32,Sarah Chen,approve_with_monitoring,2024-08-05 12:10:32,2,Customer verification completed. Amount $74830.36 - approve with monitoring,False
ALERT_BBBE3BA966,TX_0FB53CD2BB61,CUST_44CFE6AD,"critical_high_risk, high_risk_merchant",2023-03-23 20:38:28,Lisa Anderson,escalate,2023-03-23 22:38:28,2,Customer verification completed. Amount $390.54 - escalate,False
ALERT_C13D7A3CA5,TX_15E324EA26C4,CUST_24165E47,"high_risk_merchant, high_risk_customer",2022-05-22 05:01:23,James Wilson,approve_with_monitoring,2022-05-22 08:01:23,3,Customer verification completed. Amount $3548.82 - approve with monitoring,False
ALERT_CC0B5EFF63,TX_CC1887C17E89,CUST_53305CE6,"high_risk_merchant, high_risk_customer",2024-09-18 14:53:05,William Taylor,approve_with_monitoring,2024-09-19 17:53:05,27,"Location check performed: Fort Worth, TX. approve with monitoring",False
ALERT_888CA76C13,TX_B5F0B3FB36D4,CUST_4BB781AC,"critical_high_risk, large_transaction",2022-11-04 15:53:40,David Kim,SAR_filed,2022-11-04 22:53:40,7,Reviewed transaction for Gas Station - SAR filed - Suspicious Activity Report filed with FinCEN,False
ALERT_F712DCA42F,TX_51AEB8EC3293,CUST_B4FBF75E,high_risk_customer,2023-11-29 04:13:02,David Kim,deny,2023-11-30 11:13:02,31,"Location check performed: San Francisco, CA. deny",False
ALERT_96E425C538,TX_BFDC448C98C5,CUST_39387806,"large_transaction, high_risk_merchant",2022-06-21 17:43:54,David Kim,approve_with_monitoring,2022-06-23 04:43:54,35,Reviewed transaction for Wire Transfer - approve with monitoring,False
ALERT_5E5D0A270D,TX_10C90FB5A8D7,CUST_FB41A075,"high_risk_customer, geographic_risk",2023-10-06 21:34:34,William Taylor,escalate,2023-10-06 22:34:34,1,Customer verification completed. Amount $590.34 - escalate,False
ALERT_06487D3611,TX_BFEF5E1CE44B,CUST_B1FDBA4D,"critical_high_risk, large_transaction",2022-09-06 13:00:21,Jessica Martinez,approve_with_monitoring,2022-09-07 00:00:21,11,Risk score 1.000 reviewed. approve with monitoring,False
ALERT_6E2DE56B02,TX_8FB25EDE404A,CUST_40ADFDA7,"critical_high_risk, large_transaction",2023-04-11 00:26:00,Maria Garcia,SAR_filed,2023-04-11 05:26:00,5,"Location check performed: Lagos, Nigeria. SAR filed - Suspicious Activity Report filed with FinCEN",False
ALERT_BD8E07D41C,TX_E3A603A5C4F0,CUST_EB343DE6,"critical_high_risk, high_risk_customer",2022-11-09 02:19:12,Robert Johnson,approve_with_monitoring,2022-11-09 08:19:12,6,Risk score 0.848 reviewed. approve with monitoring,False
ALERT_5689148AFE,TX_4A30F5A7AE35,CUST_C021ADE9,high_risk_merchant,2023-05-23 01:38:05,James Wilson,approve,2023-05-23 19:38:05,18,"Location check performed: Houston, TX. approve",True
ALERT_53F321E394,TX_87CC85BBADC8,CUST_6210DE5A,large_transaction,2023-03-31 00:03:41,Lisa Anderson,approve,2023-04-02 20:03:41,68,"Location check performed: Seattle, WA. approve",False
ALERT_BDDED81703,TX_F9B9F24AFAFE,CUST_3275FF2E,"large_transaction, high_risk_customer",2024-08-15 16:57:43,Michael Rodriguez,escalate,2024-08-17 06:57:43,38,Customer verification completed. Amount $15109.11 - escalate,False
ALERT_AB36DE0F6D,TX_B2CFEDA5A7AA,CUST_53305CE6,"critical_high_risk, large_transaction",2025-02-18 16:14:53,Maria Garcia,approve_with_monitoring,2025-02-18 16:14:53,0,"Location check performed: San Francisco, CA. approve with monitoring",False
ALERT_BC90DFEDA2,TX_06999E74A87B,CUST_D76CE945,"large_transaction, high_risk_customer",2023-10-08 13:53:23,Sarah Chen,approve,2023-10-10 06:53:23,41,Customer verification completed. Amount $91340.92 - approve,False
